opcode_id,occurrences
0x0CD,"event_0999.txt: We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_0999.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_0999.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Harvesting is fun, budum!\r\nLet's do more!\BRK || event_0999.txt: Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_0999.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_0999.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Watering is fun, budum!\r\nLet's do more!\BRK || event_0999.txt: Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_0999.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_0999.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK || event_1000.txt: I'm done for today, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1000.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1000.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Harvesting is fun, budum!\r\nLet's do more!\BRK || event_1000.txt: Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1000.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1000.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Watering is fun, budum!\r\nLet's do more!\BRK || event_1000.txt: Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1000.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1000.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK || event_1001.txt: We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1001.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1001.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Harvesting is fun, budum!\r\nLet's do more!\BRK || event_1001.txt: Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1001.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1001.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Watering is fun, budum!\r\nLet's do more!\BRK || event_1001.txt: Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1001.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1001.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK || event_1002.txt: We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1002.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1002.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Harvesting is fun, budum!\r\nLet's do more!\BRK || event_1002.txt: Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1002.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1002.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Watering is fun, budum!\r\nLet's do more!\BRK || event_1002.txt: Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1002.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1002.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK || event_1003.txt: We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1003.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1003.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Harvesting is fun, budum!\r\nLet's do more!\BRK || event_1003.txt: Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1003.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1003.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Watering is fun, budum!\r\nLet's do more!\BRK || event_1003.txt: Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1003.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1003.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK || event_1004.txt: We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1004.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1004.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Harvesting is fun, budum!\r\nLet's do more!\BRK || event_1004.txt: Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1004.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1004.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Watering is fun, budum!\r\nLet's do more!\BRK || event_1004.txt: Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1004.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1004.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK || event_1005.txt: We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1005.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1005.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Harvesting is fun, budum!\r\nLet's do more!\BRK || event_1005.txt: Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1005.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1005.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Watering is fun, budum!\r\nLet's do more!\BRK || event_1005.txt: Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK || event_1005.txt: I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK || event_1005.txt: I think I'm getting the\r\nhang of it, budum...!\BRK | Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK"
0x0CE,"event_0999.txt: Really, budum?\r\nIs that so...?\BRK | We already played today!\r\nLet's play tomorrow, budum.\BRK || event_0999.txt: We're already done\r\nworking for the day!\BRK || event_1000.txt: Really, budum?\r\nIs that so...?\BRK | We already played today!\r\nLet's play tomorrow, budum.\BRK || event_1000.txt: I'm done for today, budum!\BRK || event_1001.txt: Really, budum?\r\nIs that so...?\BRK | We already played today!\r\nLet's play tomorrow, budum.\BRK || event_1001.txt: We're already done\r\nworking for the day!\BRK || event_1002.txt: Really, budum?\r\nIs that so...?\BRK | We already played today!\r\nLet's play tomorrow, budum.\BRK || event_1002.txt: We're already done\r\nworking for the day!\BRK || event_1003.txt: Really, budum?\r\nIs that so...?\BRK | We already played today!\r\nLet's play tomorrow, budum.\BRK || event_1003.txt: We're already done\r\nworking for the day!\BRK || event_1004.txt: Really, budum?\r\nIs that so...?\BRK | We already played today!\r\nLet's play tomorrow, budum.\BRK || event_1004.txt: We're already done\r\nworking for the day!\BRK || event_1005.txt: Really, budum?\r\nIs that so...?\BRK | We already played today!\r\nLet's play tomorrow, budum.\BRK || event_1005.txt: We're already done\r\nworking for the day!\BRK"
0x0D1,"event_0999.txt: OK. Tomorrow I'll rest,\r\nbudum.\BRK || event_1000.txt: OK. Tomorrow I'll rest,\r\nbudum.\BRK || event_1001.txt: OK. Tomorrow I'll rest,\r\nbudum.\BRK || event_1002.txt: OK. Tomorrow I'll rest,\r\nbudum.\BRK || event_1003.txt: OK. Tomorrow I'll rest,\r\nbudum.\BRK || event_1004.txt: OK. Tomorrow I'll rest,\r\nbudum.\BRK || event_1005.txt: OK. Tomorrow I'll rest,\r\nbudum.\BRK"
0x0D4,"event_0999.txt: Let's play the\r\nharvest game, budum!\BRK || event_1000.txt: Let's play the\r\nharvest game, budum!\BRK || event_1001.txt: Let's play the harvest game.\BRK || event_1002.txt: Let's play the\r\nharvest game, budum!\BRK || event_1003.txt: Let's play the\r\nharvest game, budum!\BRK || event_1004.txt: Let's play the\r\nharvest game, budum!\BRK || event_1005.txt: Let's play the\r\nharvest game, budum!\BRK"
0x0D5,"event_0999.txt: Let's play the\r\nwatering game, budum!\BRK || event_0999.txt: If you say so.\r\nCome again, budum...\BRK | We're already done\r\nworking for the day!\BRK || event_1000.txt: Let's play the\r\nwatering game, budum!\BRK || event_1000.txt: Really, budum?\r\nIs that so...?\BRK | I'm done for today, budum!\BRK || event_1001.txt: Let's play the\r\nwatering game, budum!\BRK || event_1001.txt: Really?\r\nThat's too bad, budum...\BRK | We're already done\r\nworking for the day!\BRK || event_1002.txt: Let's play the\r\nwatering game, budum!\BRK || event_1002.txt: No?\BRK | We're already done\r\nworking for the day!\BRK || event_1003.txt: Let's play the\r\nwatering game, budum!\BRK || event_1003.txt: Just let me know if\r\nyou need me later, budum.\BRK | We're already done\r\nworking for the day!\BRK || event_1004.txt: Let's play the\r\nwatering game, budum!\BRK || event_1004.txt: What? You want\r\nto quit, budum?\BRK | We're already done\r\nworking for the day!\BRK || event_1005.txt: Let's play the\r\nwatering game, budum!\BRK || event_1005.txt: No?\BRK | We're already done\r\nworking for the day!\BRK"
0x0D6,"event_0999.txt: Let's play the\r\nanimal husbandry game,\r\nbudum!\BRK || event_1000.txt: Let's play the\r\nanimal husbandry game,\r\nbudum!\BRK || event_1001.txt: Let's play the\r\nanimal husbandry game,\r\nbudum!\BRK || event_1002.txt: Let's play the\r\nanimal husbandry game,\r\nbudum!\BRK || event_1003.txt: Let's play the\r\nanimal husbandry game,\r\nbudum!\BRK || event_1004.txt: Let's play the\r\nanimal husbandry game,\r\nbudum!\BRK || event_1005.txt: Let's play the\r\nanimal husbandry game,\r\nbudum!\BRK || event_1147.txt: "
0x0DA,"event_0404.txt: Great! \r\nLet's start, then.\BRK || event_0404.txt: Alright. Press SELECT ON \r\nthe Betting Screen to see a\r\ndescription of how to \BRK\r\ndo it. \BRK"
0x0DB,"event_0492.txt:  || event_0982.txt:  || event_0982.txt:  || event_1079.txt: The Horse Races are \r\ntomorrow at the Square, you\r\nknow...\BRK\WAIT_CLICKIf you've got a Horse, you\r\nshould consider competing!\BRK || event_1079.txt: The Horse Races are \r\ntomorrow at the Square, you\r\nknow...\BRK\WAIT_CLICKIf you've got a Horse, you\r\nshould consider competing!\BRK || event_1079.txt:  || event_1079.txt: Really?...\r\nWell, you can still \r\nplace bets on the Race.\BRK\r\nIt's fun - you should come!\BRK || event_1245.txt: Tomorrow is the Fall \r\nHorse Racing in the Square.\BRK\WAIT_CLICKIf you have a Horse that\r\ncan enter, you should \r\ngive it a try. \BRK || event_1245.txt: Tomorrow is the Fall \r\nHorse Racing in the Square.\BRK\WAIT_CLICKIf you have a good Horse, \r\nyou should try entering.\BRK || event_1245.txt:  || event_1245.txt: That's too bad. \r\nYou should still come and \r\nbet on the races, though. \r\nIt's fun!\BRK"
0x0DD,"event_0104.txt: Alright, let's go!\BRK || event_0285.txt: There is a phone.\BRK | There is a phone.\BRK || event_0285.txt: Hello.\r\nThis is the TV\r\nShopping Network.\BRK\WAIT_CLICK | The Watch is 2,000G.\r\nDo you want it?\BRK || event_0492.txt: "
0x0DF,event_0358.txt: 
0x0E0,event_1051.txt:  || event_1051.txt:  || event_1051.txt:  || event_1051.txt:  || event_1051.txt:  || event_1051.txt:  || event_1051.txt:  || event_1051.txt:  || event_1051.txt:  || event_1051.txt:  || event_1051.txt:  || event_1051.txt:  || event_1051.txt:  || event_1051.txt:  || event_1051.txt:  || event_1051.txt: 
0x0E1,event_0285.txt: Thanks a lot.\r\nI'll deliver it in \r\n2-3 days.\BRK | It looks like you don't\r\nhave enough gold. I'd\r\nhold off if I were you.\BRK
0x0E6,event_0571.txt: 
0x0E7,event_0571.txt: 
0x0E8,event_0571.txt:  || event_0571.txt:  || event_0976.txt: 
0x0E9,event_0571.txt:  || event_0571.txt:  || event_0976.txt:  || event_0976.txt:  || event_0976.txt:  || event_0976.txt:  || event_0976.txt:  || event_0976.txt: 
0x0EA,event_0571.txt:  || event_0571.txt: 
0x0ED,event_0717.txt: 
0x0F1,event_0487.txt:  || event_0528.txt:  || event_0528.txt:  || event_0528.txt: 
0x0F5,event_0157.txt:  || event_0157.txt:  || event_0157.txt:  || event_0487.txt:  || event_0528.txt:  || event_0528.txt:  || event_0528.txt: 
0x0F6,event_0487.txt: 
0x0F8,event_0157.txt:  || event_0157.txt:  || event_0157.txt: 
0x0F9,event_0157.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt: 
0x0FA,event_0344.txt: 
0x0FF,event_1146.txt: 
0x10D,event_0008.txt: Ah...your\xFF%\r\nis sick.\BRK || event_0013.txt:  || event_0999.txt:  || event_1000.txt:  || event_1001.txt:  || event_1002.txt:  || event_1003.txt:  || event_1004.txt:  || event_1005.txt:  || event_1146.txt:  || event_1164.txt:  || event_1265.txt: 
0x10E,event_1265.txt: 
0x10F,"event_0404.txt:  || event_0404.txt:  || event_0985.txt:  || event_0985.txt:  || event_0985.txt:  || event_0985.txt:  || event_0985.txt:  || event_0985.txt:  || event_1164.txt: The Cow Festival is tomorrow\r\nin Rose Square. \BRK\WAIT_CLICKIf you have an adult, non-\r\npregnant healthy Cow, you\r\ncan enter it. \BRK\WAIT_CLICKI hope to see a Cow from \r\n\xFF$ next year.\BRK || event_1176.txt:  || event_1265.txt: The Sheep Festival is \r\ntomorrow at Rose Square.\BRK\WAIT_CLICKAny adult Sheep that isn't \r\npregnant, sick, or shorn \r\ncan compete. \BRK\WAIT_CLICKI hope to see an entry from\r\n\xFF$ next year. || event_1276.txt: "
0x111,event_0985.txt: The animals' lives\r\ndepend on you!\BRK\WAIT_CLICKYou've got to take better\r\ncare of them than this!\BRK
0x112,event_0985.txt: 
0x113,"event_0985.txt:  || event_0985.txt: Don't get too upset, now.\r\nYou did a good job of\r\ntaking care of of it.\BRK"
0x115,event_0982.txt:  || event_0982.txt: 
0x116,event_0982.txt:  || event_0982.txt: 
0x117,event_0001.txt:  || event_0218.txt:  || event_0219.txt:  || event_0984.txt: A Calf has been born.\r\nGive it a name for this \r\nlife.\BRK || event_1164.txt:  || event_1265.txt: 
0x11B,event_0976.txt:  || event_1079.txt:  || event_1130.txt:  || event_1146.txt:  || event_1164.txt:  || event_1245.txt:  || event_1265.txt: 
0x11D,event_0404.txt:  || event_0404.txt:  || event_1154.txt:  || event_1157.txt:  || event_1176.txt:  || event_1179.txt:  || event_1180.txt:  || event_1190.txt:  || event_1276.txt:  || event_1289.txt: 
0x11F,event_0976.txt: 
0x120,event_0976.txt: 
0x121,event_0976.txt:  || event_0976.txt:  || event_0982.txt: 
0x122,event_0982.txt: 
0x123,event_1022.txt: I hope to make it over to\r\nForget-me-not Valley soon.\BRK | Forget-me-not Valley seems \r\nlike it's full of \r\nopportunity.\r\nI'll be going there soon.\BRK || event_1022.txt: Forget-me-not Valley seems \r\nlike it's full of \r\nopportunity.\r\nI'll be going there soon.\BRK | I think I'll be going to \r\nForget-me-not Valley again.\BRK || event_1022.txt: I think I'll be going to \r\nForget-me-not Valley again.\BRK
0x124,event_0571.txt:  || event_1022.txt: You should see what \r\nForget-me-not Valley is like\r\nwith your own eyes!\BRK\WAIT_CLICKI bet you'd like it.\BRK || event_1124.txt: Place your dish along with \r\neverybody else's. \BRK\WAIT_CLICKThe Gourmet will try them\r\nall and declare the winner.\BRK\WAIT_CLICKCan we start now?\BRK
0x128,event_0982.txt: 
0x12A,"event_0106.txt:  || event_0409.txt: Hmm...What should I make?\BRK || event_0409.txt: That was fun!\r\nNow back to work...\BRK || event_0409.txt:  || event_0409.txt:  || event_0409.txt:  || event_0409.txt:  || event_0409.txt:  || event_0410.txt: Hmm...What should I make?\BRK || event_0410.txt: That was fun!\r\nNow back to work...\BRK || event_0410.txt:  || event_0410.txt:  || event_0410.txt:  || event_0410.txt:  || event_0410.txt:  || event_0411.txt: Hmm...What should I make?\BRK || event_0411.txt: That was fun!\r\nNow back to work...\BRK || event_0411.txt:  || event_0411.txt:  || event_0411.txt:  || event_0411.txt:  || event_0411.txt:  || event_0654.txt: I can't believe I'm about to\r\nbecome a father...\r\nThis is so great!\BRK || event_0655.txt: I can't believe I'm about to\r\nbecome a father...\r\nThis is so great!\BRK || event_0656.txt: I can't believe I'm about to\r\nbecome a father...\r\nThis is so great!\BRK || event_0657.txt: I can't believe I'm about to\r\nbecome a father...\r\nThis is so great!\BRK || event_0658.txt: I can't believe I'm about to\r\nbecome a father...\r\nThis is so great!\BRK || event_0717.txt: Back to work, I guess!\BRK || event_0717.txt: It's good to see Cliff \r\nso happy about his work. \BRK || event_0749.txt: I will hang this sock\r\non my wall from now on...\BRK || event_0867.txt: \r\nThen, the next day...\BRK || event_0986.txt:  || event_1129.txt: "
0x12C,event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt:  || event_0982.txt: 
0x12D,"event_0821.txt: Wow, shooting stars!\r\nI'll wish for...\BRK"
0x12E,"event_0005.txt:  || event_0007.txt:  || event_0139.txt: Don't forget that your\r\nanimals give you their own\r\nmilk, eggs, and wool to use!\BRK\WAIT_CLICKExpress your gratitude \r\nby caring for them well!\BRK\WAIT_CLICKThe Harvest Goddess has\r\nnow forg || event_0139.txt: The human heart is a weak\r\nthing, and often we seek to\r\nmake ourselves feel better\BRK\r\nby cruelty to those weaker \r\nin strength. \BRK\WAIT_CLICKRemember that true \r\nstrength lies in kindnes || event_0694.txt: You'll have to learn to pace\r\nyourself better from now on.\r\nRest here for today. \BRK || event_0981.txt: "
0x12F,event_0821.txt:  || event_1319.txt: 
0x131,event_0659.txt:  || event_0660.txt:  || event_0661.txt:  || event_0662.txt:  || event_0663.txt:  || event_0863.txt: 
0x134,event_0089.txt:  || event_0092.txt:  || event_1319.txt: I hope the new year is \r\na good one for everybody.\BRK
0x135,event_0978.txt:  || event_1319.txt: I hope the new year is \r\na good one for everybody.\BRK
0x136,event_0986.txt: You overslept...\BRK || event_0986.txt: The curse has been lifted\r\nfrom the Hammer!\BRK
0x137,event_0349.txt:  || event_0986.txt: You overslept...\BRK || event_0986.txt: The curse has been lifted\r\nfrom the Hammer!\BRK
0x141,event_1061.txt: Press the A Button next to\r\nan Egg to pick it up. \BRK || event_1061.txt: 
0x144,event_0828.txt:  || event_0829.txt:  || event_0830.txt:  || event_0831.txt:  || event_0832.txt:  || event_0833.txt:  || event_1061.txt:  || event_1061.txt: 
0x145,event_0987.txt: I'll get today's shipment!\BRK
